date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:20	2235/2235	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20Sep%202023%2012:24:25%20GMT	https://toyfight.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftoyfight.co%2Fwork%2Fcandid%2F	D:/My%20Web%20Sites2/asd/toyfight.co/wp-json/oembed/1.0/embed0715.json	(from https://toyfight.co/work/candid/)
14:22:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20Sep%202023%2012:24:25%20GMT	https://toyfight.co/?p=261	D:/My%20Web%20Sites2/asd/toyfight.co/indexd89d.html	(from https://toyfight.co/work/candid/)
14:22:20	2326/2326	---MC-	200	added ('OK')	text/xml	date:Sat,%2030%20Sep%202023%2012:24:25%20GMT	https://toyfight.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftoyfight.co%2Fwork%2Fcandid%2F&format=xml	D:/My%20Web%20Sites2/asd/toyfight.co/wp-json/oembed/1.0/embedee44	(from https://toyfight.co/work/candid/)
14:22:20	70163/70163	---M--	200	added ('OK')	image/jpeg	etag:%222ae0336-11213-5e41304a53240%22	https://toyfight.co/wp-content/uploads/2018/09/candid-2500x955.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-2500x955.jpg	(from https://toyfight.co/work/candid/)
14:22:20	1196239/1196239	---M--	200	added ('OK')	image/jpeg	etag:%222ae034e-1240cf-5e4130500bfc0%22	https://toyfight.co/wp-content/uploads/2018/09/candid-home-1920x6974.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-home-1920x6974.jpg	(from https://toyfight.co/work/candid/)
14:22:20	194157/194157	---M--	200	added ('OK')	image/jpeg	etag:%222ae0385-2f66d-5e413054d0b00%22	https://toyfight.co/wp-content/uploads/2018/09/candid-video-2500x1526.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-video-2500x1526.jpg	(from https://toyfight.co/work/candid/)
14:22:21	831788/831788	---M--	200	added ('OK')	image/jpeg	etag:%222ae032c-cb12c-5e4130495f000%22	https://toyfight.co/wp-content/uploads/2018/09/candid-1-1920x7539.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-1-1920x7539.jpg	(from https://toyfight.co/work/candid/)
14:22:21	75019/75019	---M--	200	added ('OK')	image/jpeg	etag:%222ae036c-1250b-5e413051f4440%22	https://toyfight.co/wp-content/uploads/2018/09/candid-survey-1-1920x1346.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-survey-1-1920x1346.jpg	(from https://toyfight.co/work/candid/)
14:22:21	82110/82110	---M--	200	added ('OK')	image/jpeg	etag:%222ae0374-140be-5e413052e8680%22	https://toyfight.co/wp-content/uploads/2018/09/candid-survey-2-1920x1346.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-survey-2-1920x1346.jpg	(from https://toyfight.co/work/candid/)
14:22:21	272838/272838	---M--	200	added ('OK')	image/jpeg	etag:%222ae033e-429c6-5e41304b47480%22	https://toyfight.co/wp-content/uploads/2018/09/candid-boxes-2500x1350.jpg	D:/My%20Web%20Sites2/asd/toyfight.co/wp-content/uploads/2018/09/candid-boxes-2500x1350.jpg	(from https://toyfight.co/work/candid/)
